date,temp_max,temp_min,temp_mean,humidity_mean,rainfall_mm,wind_speed_max,cloud_cover_percent
2008-01-01,26.6,18.8,22.2,75,0.8,14.1,49
2008-01-02,27.6,17.9,22.7,69,0.5,14.0,23
2008-01-03,28.8,18.3,23.4,65,0.0,12.4,14
2008-01-04,29.1,18.2,23.9,66,0.1,12.6,20
2008-01-05,28.5,18.3,23.3,73,1.6,14.3,52
2008-01-06,28.7,18.3,23.5,69,0.0,12.6,29
2008-01-07,29.9,18.6,23.7,63,0.0,14.0,63
2008-01-08,29.4,19.0,23.7,62,0.0,13.4,45
2008-01-09,27.2,19.3,23.0,71,0.7,13.4,44
2008-01-10,26.1,19.2,22.1,77,2.0,12.2,81
2008-01-11,27.8,18.7,22.8,72,0.9,14.9,54
2008-01-12,27.2,18.8,22.8,69,1.2,14.3,56
2008-01-13,28.9,18.8,23.2,64,0.6,14.6,47
2008-01-14,28.5,19.2,23.6,64,0.3,13.1,66
2008-01-15,28.0,19.8,23.5,69,0.6,13.4,53
2008-01-16,23.8,18.8,20.7,88,8.9,7.9,80
2008-01-17,26.4,18.7,22.0,79,2.2,15.6,60
2008-01-18,25.6,18.1,21.4,80,7.4,14.8,72
2008-01-19,25.0,17.9,21.2,81,1.8,11.8,88
2008-01-20,24.1,18.3,20.5,88,7.8,6.6,97
2008-01-21,25.6,19.1,21.7,82,2.1,12.5,71
2008-01-22,27.0,18.7,22.2,78,3.1,12.5,78
2008-01-23,29.8,18.0,23.5,68,0.0,15.5,47
2008-01-24,28.2,17.7,23.1,71,0.0,13.9,64
2008-01-25,28.6,17.5,23.0,70,0.0,16.6,70
2008-01-26,28.9,17.8,23.4,68,0.0,15.0,73
2008-01-27,28.2,18.5,23.4,72,0.0,10.3,98
2008-01-28,29.3,19.3,24.2,67,0.0,16.3,66
2008-01-29,28.0,18.3,22.9,69,0.9,14.5,79
2008-01-30,29.6,16.4,23.5,63,0.0,13.8,50
2008-01-31,30.4,17.5,24.2,60,0.0,16.6,64
2008-02-01,28.6,18.2,23.5,66,0.0,13.0,95
2008-02-02,29.4,18.2,23.5,63,0.3,16.2,85
2008-02-03,27.7,18.3,22.6,66,0.4,15.0,72
2008-02-04,29.3,17.3,23.2,63,0.0,13.3,54
2008-02-05,29.7,18.1,23.8,63,0.0,14.0,76
2008-02-06,30.4,17.9,24.2,61,0.0,14.3,65
2008-02-07,28.2,19.9,23.1,72,2.3,15.9,95
2008-02-08,27.6,19.1,23.2,71,0.1,13.5,78
2008-02-09,29.8,19.1,24.3,60,0.0,13.0,24
2008-02-10,28.6,18.3,23.4,64,0.4,13.6,93
2008-02-11,28.6,18.8,23.5,58,0.0,13.3,90
2008-02-12,29.4,18.0,23.8,61,0.0,12.9,79
2008-02-13,29.3,19.3,23.8,66,0.7,9.8,66
2008-02-14,30.8,19.2,24.2,67,0.9,10.6,58
2008-02-15,28.5,20.3,24.2,64,0.1,14.1,68
2008-02-16,29.7,18.6,24.3,60,0.0,14.0,65
2008-02-17,28.5,19.5,23.6,66,0.5,13.5,93
2008-02-18,28.0,19.3,23.2,68,1.3,16.1,95
2008-02-19,29.5,18.7,24.0,64,0.0,15.3,77
2008-02-20,29.4,19.8,24.1,65,0.5,13.2,83
2008-02-21,28.3,19.7,24.0,67,0.6,17.5,67
2008-02-22,28.5,19.1,23.7,61,0.3,15.4,66
2008-02-23,30.1,17.2,23.8,56,0.0,15.3,16
2008-02-24,28.4,19.0,23.4,62,0.7,12.8,41
2008-02-25,28.9,18.9,23.6,65,0.6,12.4,38
2008-02-26,29.5,19.4,23.7,68,1.6,15.9,58
2008-02-27,30.6,18.8,24.4,63,0.5,12.4,28
2008-02-28,30.8,18.1,24.6,57,0.0,12.7,10
2008-02-29,31.2,18.4,24.9,54,0.0,12.8,12
2008-03-01,29.9,18.2,24.4,58,0.2,13.8,14
2008-03-02,29.7,19.3,24.4,61,0.0,16.3,35
2008-03-03,29.8,20.1,24.5,63,0.5,14.4,42
2008-03-04,30.2,20.3,24.8,66,1.4,15.8,47
2008-03-05,30.6,19.4,24.5,66,4.5,14.8,47
2008-03-06,28.9,19.5,23.6,73,5.7,15.6,65
2008-03-07,27.2,19.3,22.9,75,3.4,14.5,94
2008-03-08,27.2,19.3,22.8,72,2.0,15.0,72
2008-03-09,28.0,19.1,23.2,71,2.4,15.9,67
2008-03-10,28.8,19.0,23.5,67,1.7,14.8,55
2008-03-11,28.4,19.0,23.6,65,0.2,12.4,36
2008-03-12,30.4,19.8,24.7,64,0.1,14.8,40
2008-03-13,29.9,20.6,24.5,68,1.0,15.5,76
2008-03-14,29.8,20.2,24.4,69,3.3,14.8,73
2008-03-15,30.0,20.1,24.6,68,3.4,13.2,69
2008-03-16,29.2,20.8,24.4,69,0.8,13.4,42
2008-03-17,29.6,20.2,24.5,67,2.5,14.9,48
2008-03-18,31.2,20.2,25.1,63,0.3,14.5,31
2008-03-19,31.3,21.0,25.7,62,0.4,15.7,30
2008-03-20,31.4,20.6,25.4,66,1.2,13.7,74
2008-03-21,29.3,20.8,24.4,70,6.2,11.7,77
2008-03-22,30.2,20.5,24.1,74,5.2,14.6,86
2008-03-23,28.8,19.9,23.5,75,5.7,10.2,90
2008-03-24,29.4,19.5,23.3,76,9.9,7.6,97
2008-03-25,29.3,18.8,23.1,79,5.9,11.0,79
2008-03-26,27.9,20.7,23.2,78,6.4,13.8,85
2008-03-27,27.0,19.5,22.4,79,8.2,11.9,92
2008-03-28,26.3,19.4,21.9,84,22.2,11.9,95
2008-03-29,28.0,19.5,22.4,80,11.3,15.7,86
2008-03-30,27.6,20.2,22.9,77,3.2,19.4,66
2008-03-31,27.8,18.6,23.0,73,0.8,13.1,75
2008-04-01,26.8,19.6,23.0,73,1.8,13.0,47
2008-04-02,27.5,19.6,22.9,73,2.5,12.7,47
2008-04-03,27.1,18.4,22.4,75,1.5,12.3,52
2008-04-04,27.5,19.2,23.2,69,0.2,13.1,66
2008-04-05,26.7,19.2,22.8,71,0.9,13.4,48
2008-04-06,27.7,19.9,23.4,67,0.5,12.0,76
2008-04-07,27.8,19.1,23.3,68,0.3,11.6,67
2008-04-08,27.9,19.3,23.3,69,0.0,12.3,41
2008-04-09,27.4,20.0,22.7,75,6.1,12.7,77
2008-04-10,26.9,19.2,21.9,79,4.6,16.6,88
2008-04-11,26.3,18.6,22.2,77,2.5,12.6,78
2008-04-12,25.3,18.4,21.6,79,1.9,11.9,62
2008-04-13,26.4,18.8,22.4,75,0.2,10.8,64
2008-04-14,27.2,18.4,22.8,71,0.9,11.5,39
2008-04-15,27.7,18.9,23.3,69,1.1,11.9,33
2008-04-16,28.8,19.1,23.6,68,2.0,12.1,72
2008-04-17,28.5,19.1,23.6,68,0.1,11.1,32
2008-04-18,28.1,18.8,23.3,70,0.8,12.7,64
2008-04-19,28.4,19.0,23.5,69,0.1,14.1,33
2008-04-20,27.5,19.4,22.7,75,4.1,14.0,97
2008-04-21,27.3,19.1,23.0,74,2.4,13.3,94
2008-04-22,28.1,18.5,23.3,70,1.5,13.0,63
2008-04-23,27.3,19.5,23.1,70,4.6,13.2,48
2008-04-24,26.6,19.5,22.7,71,2.0,15.9,84
2008-04-25,26.1,18.7,22.5,69,0.4,13.2,72
2008-04-26,26.9,18.8,22.7,68,1.0,12.1,75
2008-04-27,27.8,19.0,23.1,68,1.4,13.0,54
2008-04-28,27.6,18.7,22.7,73,0.5,14.8,31
2008-04-29,27.7,18.9,22.9,71,0.4,13.9,54
2008-04-30,28.7,19.0,23.7,66,0.0,15.0,64
2008-05-01,26.6,17.8,22.3,70,1.4,15.0,57
2008-05-02,27.0,19.0,23.0,69,1.3,15.1,63
2008-05-03,27.3,18.0,22.3,68,0.0,14.8,64
2008-05-04,27.8,16.7,22.4,63,0.0,12.3,73
2008-05-05,28.6,17.2,23.1,63,0.0,12.7,63
2008-05-06,30.0,17.8,23.7,62,0.0,14.2,55
2008-05-07,30.2,18.2,24.0,60,0.0,13.2,20
2008-05-08,29.2,18.8,24.1,61,0.0,12.8,16
2008-05-09,27.5,18.2,22.9,65,0.0,14.3,28
2008-05-10,29.3,18.9,23.7,64,0.0,13.0,48
2008-05-11,28.9,18.8,23.7,65,0.1,13.8,32
2008-05-12,30.2,19.0,24.1,61,0.0,14.8,35
2008-05-13,27.0,19.3,23.0,72,1.8,13.1,55
2008-05-14,27.6,18.5,23.3,66,0.5,14.4,78
2008-05-15,28.2,17.8,23.0,65,0.1,14.8,39
2008-05-16,27.0,17.9,22.5,68,0.9,15.3,56
2008-05-17,27.1,18.6,22.8,66,0.2,15.5,52
2008-05-18,26.3,18.9,22.3,65,0.2,15.3,58
2008-05-19,26.7,19.9,22.6,61,0.0,17.8,95
2008-05-20,27.1,18.5,22.4,63,0.1,16.1,83
2008-05-21,29.8,16.6,23.1,59,0.0,13.4,56
2008-05-22,28.6,17.5,22.8,64,0.0,16.5,52
2008-05-23,21.7,18.3,20.3,78,2.1,12.6,96
2008-05-24,26.2,17.1,21.4,73,3.5,13.5,67
2008-05-25,26.8,16.9,21.7,66,0.0,14.6,45
2008-05-26,26.7,15.8,21.4,66,0.0,11.8,46
2008-05-27,28.0,16.6,22.1,62,0.0,17.0,32
2008-05-28,25.5,16.9,21.2,73,0.3,15.6,81
2008-05-29,26.2,18.3,21.9,69,0.2,16.9,65
2008-05-30,24.1,18.1,21.0,73,0.8,17.1,57
2008-05-31,26.8,17.4,21.7,68,0.2,15.5,60
2008-06-01,26.4,16.3,21.6,67,0.0,14.8,41
2008-06-02,29.1,15.6,22.4,60,0.0,15.5,18
2008-06-03,28.9,16.2,22.5,64,0.0,13.5,42
2008-06-04,28.5,18.7,22.9,64,0.0,12.7,69
2008-06-05,29.2,17.4,22.7,62,0.0,14.7,66
2008-06-06,27.4,18.5,22.5,64,0.0,15.6,74
2008-06-07,26.5,16.7,21.8,65,0.0,13.2,62
2008-06-08,25.5,16.3,21.3,66,0.0,11.0,86
2008-06-09,27.6,15.3,21.2,60,0.0,14.8,84
2008-06-10,27.4,16.0,21.7,54,0.0,11.2,81
2008-06-11,28.8,17.3,22.5,46,0.0,15.4,78
2008-06-12,25.4,15.6,21.0,55,0.0,14.9,81
2008-06-13,27.7,15.9,21.3,51,0.0,14.3,83
2008-06-14,24.1,15.6,20.3,63,0.0,17.7,87
2008-06-15,24.0,17.6,20.3,67,0.7,16.6,96
2008-06-16,21.4,17.6,19.2,80,1.0,14.8,93
2008-06-17,27.9,14.8,21.2,62,0.0,15.8,35
2008-06-18,27.5,15.9,21.4,59,0.0,16.1,54
2008-06-19,27.0,15.6,21.1,61,0.0,14.2,76
2008-06-20,26.4,15.8,20.9,58,0.0,14.9,100
2008-06-21,24.6,15.3,20.4,62,0.0,15.4,98
2008-06-22,25.1,15.6,20.5,64,0.0,15.5,59
2008-06-23,24.9,15.5,20.4,67,0.0,13.6,86
2008-06-24,24.7,16.7,20.5,63,0.0,12.5,82
2008-06-25,27.8,15.2,21.4,54,0.0,13.4,46
2008-06-26,27.8,15.1,21.2,56,0.0,18.8,36
2008-06-27,28.0,15.6,21.6,58,0.0,12.9,51
2008-06-28,28.6,16.0,21.7,59,0.0,14.1,55
2008-06-29,28.3,15.3,21.4,56,0.0,14.5,15
2008-06-30,28.6,15.1,21.8,55,0.0,16.4,77
2008-07-01,27.4,16.6,21.4,61,0.0,14.9,93
2008-07-02,28.0,15.5,21.5,58,0.0,12.9,95
2008-07-03,25.5,15.2,20.8,65,0.0,13.6,94
2008-07-04,26.2,18.1,21.7,67,0.0,14.5,66
2008-07-05,25.7,17.7,21.0,69,0.2,12.7,79
2008-07-06,23.4,17.5,20.2,73,1.5,10.7,93
2008-07-07,27.9,14.9,21.1,53,0.0,15.0,18
2008-07-08,27.8,15.3,21.1,49,0.0,14.9,58
2008-07-09,28.5,14.6,21.3,49,0.0,16.2,15
2008-07-10,26.9,15.3,21.2,61,0.0,14.8,69
2008-07-11,28.8,15.1,21.8,58,0.0,13.9,42
2008-07-12,25.5,15.8,20.8,62,0.0,13.2,81
2008-07-13,26.5,17.1,21.4,56,0.0,13.3,83
2008-07-14,23.8,16.5,20.3,58,0.0,13.2,83
2008-07-15,25.5,15.0,20.2,61,0.0,14.3,81
2008-07-16,26.9,15.8,21.5,57,0.0,14.8,57
2008-07-17,26.5,16.3,21.4,58,0.0,13.7,75
2008-07-18,25.7,16.0,21.1,58,0.0,13.9,93
2008-07-19,27.3,16.1,21.6,54,0.0,13.9,53
2008-07-20,27.7,15.8,21.7,55,0.0,15.5,40
2008-07-21,26.4,16.6,21.2,62,0.0,15.4,77
2008-07-22,25.2,16.9,20.9,62,0.0,16.1,78
2008-07-23,24.9,16.2,20.6,63,0.0,15.1,88
2008-07-24,25.3,16.9,20.6,62,0.0,14.0,100
2008-07-25,25.4,15.6,20.7,59,0.0,13.6,91
2008-07-26,27.0,15.4,21.1,58,0.0,17.6,96
2008-07-27,26.9,15.4,21.2,57,0.0,14.5,91
2008-07-28,26.0,15.6,21.2,56,0.0,15.3,81
2008-07-29,27.1,15.6,21.6,60,0.0,14.7,78
2008-07-30,26.9,17.5,22.1,59,0.0,14.8,81
2008-07-31,25.5,17.5,21.5,59,0.0,14.2,87
2008-08-01,25.2,17.4,20.9,64,0.0,14.8,96
2008-08-02,24.0,16.6,20.6,64,0.0,12.3,88
2008-08-03,26.9,17.2,21.4,60,0.0,14.3,67
2008-08-04,27.0,17.1,21.5,61,0.0,14.9,77
2008-08-05,28.8,15.9,22.2,54,0.0,13.5,64
2008-08-06,27.6,15.8,21.7,59,0.0,16.3,49
2008-08-07,29.4,16.7,22.2,59,0.0,18.5,55
2008-08-08,28.3,17.8,22.3,58,0.3,16.1,74
2008-08-09,30.7,15.2,23.0,53,0.0,18.7,38
2008-08-10,28.3,17.5,22.8,55,0.0,18.8,61
2008-08-11,27.0,16.4,21.9,60,0.0,18.4,97
2008-08-12,26.6,16.2,21.7,56,0.0,16.8,100
2008-08-13,25.9,15.7,20.6,68,0.8,16.0,100
2008-08-14,25.3,15.5,21.0,58,0.0,14.9,100
2008-08-15,29.1,15.2,22.2,55,0.0,14.4,72
2008-08-16,28.5,15.8,22.1,57,0.0,15.5,52
2008-08-17,26.0,17.0,21.5,58,0.0,13.7,70
2008-08-18,27.1,16.3,21.7,56,0.0,15.8,59
2008-08-19,27.3,15.7,21.7,55,0.0,15.3,45
2008-08-20,25.6,16.3,21.1,62,0.0,12.7,64
2008-08-21,24.9,16.8,20.8,65,0.5,12.9,89
2008-08-22,26.4,17.3,21.5,61,0.0,14.8,86
2008-08-23,29.6,15.7,22.4,55,0.0,18.0,19
2008-08-24,27.5,16.7,21.8,63,0.0,17.1,41
2008-08-25,27.0,18.0,21.8,65,0.1,16.0,65
2008-08-26,27.1,16.5,21.8,62,0.0,16.2,52
2008-08-27,29.3,16.6,22.3,58,0.0,17.9,44
2008-08-28,29.0,16.2,22.2,58,0.0,17.4,36
2008-08-29,26.5,16.8,21.7,60,0.0,14.8,53
2008-08-30,28.5,15.7,21.9,58,0.0,16.9,37
2008-08-31,29.9,16.4,22.5,58,0.0,17.7,26
2008-09-01,29.5,17.2,22.7,56,0.0,18.9,37
2008-09-02,32.4,16.3,23.8,52,0.0,23.1,4
2008-09-03,26.9,19.2,22.6,60,1.4,16.9,56
2008-09-04,27.6,16.6,22.2,63,0.0,17.4,42
2008-09-05,29.3,18.2,22.8,55,0.3,17.6,44
2008-09-06,30.2,15.4,22.4,52,0.0,17.8,3
2008-09-07,29.9,15.7,22.7,53,0.0,17.6,36
2008-09-08,29.4,17.0,22.7,54,0.0,16.7,45
2008-09-09,30.5,16.0,23.0,50,0.0,15.2,23
2008-09-10,30.2,16.7,23.1,55,0.0,16.7,65
2008-09-11,28.5,17.3,22.5,59,0.0,17.4,50
2008-09-12,28.8,17.3,22.9,55,0.2,14.7,80
2008-09-13,29.1,17.4,23.1,53,0.0,17.3,59
2008-09-14,28.9,16.7,22.4,56,0.0,16.6,63
2008-09-15,27.5,18.0,22.1,61,0.3,17.3,89
2008-09-16,28.8,17.7,22.6,58,0.0,18.4,50
2008-09-17,28.7,17.1,22.9,58,0.0,15.8,38
2008-09-18,30.9,17.3,23.8,55,0.0,16.8,26
2008-09-19,31.1,17.0,23.9,54,0.0,16.2,36
2008-09-20,31.9,16.3,24.1,50,0.0,16.8,56
2008-09-21,32.3,16.9,24.7,49,0.0,15.8,75
2008-09-22,30.6,19.3,23.7,67,0.6,19.2,96
2008-09-23,30.6,18.7,24.1,59,0.0,17.4,33
2008-09-24,30.8,16.6,23.7,56,0.0,17.9,57
2008-09-25,30.8,16.4,23.7,54,0.0,18.1,65
2008-09-26,30.6,16.2,23.5,54,0.0,16.3,77
2008-09-27,29.3,18.1,23.5,61,0.0,15.7,41
2008-09-28,28.2,18.8,23.2,63,0.1,16.2,73
2008-09-29,30.5,16.8,23.7,51,0.0,15.4,17
2008-09-30,31.6,17.7,24.2,56,0.0,15.5,68
2008-10-01,32.4,18.8,24.8,54,0.0,19.5,35
2008-10-02,31.1,18.4,24.4,55,0.0,14.1,28
2008-10-03,31.0,19.5,24.4,60,0.7,18.2,54
2008-10-04,30.9,19.4,24.2,57,0.4,17.6,69
2008-10-05,28.4,18.8,23.3,58,0.0,16.2,76
2008-10-06,28.6,18.7,23.3,60,0.0,15.8,52
2008-10-07,27.5,18.7,22.8,64,1.4,17.5,42
2008-10-08,28.4,17.6,23.1,60,0.1,14.6,80
2008-10-09,30.7,17.6,24.0,55,0.0,16.6,79
2008-10-10,30.5,18.8,24.0,61,0.0,14.5,85
2008-10-11,30.2,19.9,23.9,66,1.6,15.6,60
2008-10-12,28.1,18.7,22.9,70,3.5,14.2,46
2008-10-13,29.2,19.1,23.6,64,0.7,14.8,42
2008-10-14,30.8,18.5,24.3,57,0.0,15.4,32
2008-10-15,31.3,18.5,24.7,53,0.0,13.7,15
2008-10-16,29.8,19.9,24.2,62,0.5,15.3,50
2008-10-17,31.4,19.3,24.8,57,0.0,13.8,48
2008-10-18,28.7,19.6,23.8,63,0.4,14.4,60
2008-10-19,30.2,19.9,24.2,62,0.0,15.6,62
2008-10-20,29.6,19.9,24.1,62,0.8,14.0,76
2008-10-21,30.6,18.3,24.7,53,0.0,15.9,93
2008-10-22,30.9,18.6,24.7,51,0.0,16.5,100
2008-10-23,29.7,19.0,24.7,57,0.1,13.0,68
2008-10-24,30.5,18.9,25.2,53,0.3,13.6,51
2008-10-25,31.0,18.8,25.1,55,0.0,14.7,79
2008-10-26,27.0,20.1,23.3,74,4.2,17.9,78
2008-10-27,28.8,18.2,23.7,63,0.7,14.9,39
2008-10-28,29.1,19.8,23.7,69,1.7,14.0,52
2008-10-29,30.7,18.5,24.7,60,0.0,14.5,17
2008-10-30,32.0,20.2,25.3,58,0.0,15.8,38
2008-10-31,31.4,19.5,24.6,61,0.0,17.6,29
2008-11-01,28.2,20.2,23.1,75,2.4,16.3,77
2008-11-02,28.8,18.9,23.5,70,3.3,14.6,71
2008-11-03,29.9,19.6,24.3,61,0.4,12.8,65
2008-11-04,30.1,20.0,24.6,62,0.3,12.5,73
2008-11-05,28.3,19.6,23.1,74,8.0,12.2,97
2008-11-06,20.6,19.1,19.7,95,51.3,10.8,100
2008-11-07,24.6,18.3,20.4,89,10.9,9.8,99
2008-11-08,25.5,19.2,21.5,83,5.0,15.2,85
2008-11-09,25.8,18.6,21.4,83,4.5,13.2,83
2008-11-10,22.1,18.8,20.0,94,28.0,10.6,100
2008-11-11,24.2,18.7,20.6,88,10.1,13.7,81
2008-11-12,27.3,18.7,22.1,80,2.2,13.0,64
2008-11-13,27.7,19.4,22.7,78,2.0,11.5,68
2008-11-14,26.7,19.2,22.5,78,4.6,11.2,66
2008-11-15,26.8,19.5,22.2,81,4.9,12.1,62
2008-11-16,26.8,18.9,22.3,81,3.6,11.7,74
2008-11-17,26.3,19.3,22.1,81,2.2,12.9,86
2008-11-18,26.0,18.8,22.2,78,3.4,13.5,92
2008-11-19,25.9,19.5,22.3,76,0.5,14.3,81
2008-11-20,27.8,17.3,22.6,67,0.0,13.7,63
2008-11-21,29.1,17.9,23.6,59,0.0,11.2,15
2008-11-22,28.1,18.4,23.2,69,0.3,12.9,56
2008-11-23,28.0,19.0,23.2,71,0.0,12.9,53
2008-11-24,27.5,19.0,22.8,76,1.3,12.6,70
2008-11-25,27.9,18.6,22.7,78,1.0,14.2,62
2008-11-26,27.2,19.2,22.6,78,1.2,12.4,67
2008-11-27,27.3,19.4,22.7,79,0.8,10.5,88
2008-11-28,26.8,19.3,22.6,79,8.8,14.2,71
2008-11-29,25.7,19.5,21.5,87,10.8,12.8,92
2008-11-30,25.5,18.7,21.6,82,3.5,13.8,73
2008-12-01,26.0,19.1,22.1,77,1.0,13.0,59
2008-12-02,28.4,17.7,23.0,64,0.0,11.9,32
2008-12-03,27.3,18.9,22.7,72,0.6,12.3,48
2008-12-04,25.8,18.9,21.9,82,4.3,14.2,96
2008-12-05,25.5,19.2,21.9,81,1.7,14.4,63
2008-12-06,25.9,18.9,21.9,77,1.0,13.5,55
2008-12-07,27.1,18.1,22.5,70,0.1,10.2,52
2008-12-08,27.4,18.8,22.6,74,0.6,12.1,50
2008-12-09,27.9,18.8,22.8,74,3.4,13.8,57
2008-12-10,26.2,19.4,22.4,77,1.3,13.7,51
2008-12-11,26.9,18.6,22.4,73,0.2,12.4,46
2008-12-12,29.2,17.8,23.1,65,0.0,12.9,21
2008-12-13,28.9,18.6,23.4,65,0.0,12.6,56
2008-12-14,27.8,19.2,23.3,75,1.5,11.7,41
2008-12-15,27.3,19.7,22.9,79,2.7,12.9,94
2008-12-16,28.3,19.9,23.5,71,2.3,13.0,72
2008-12-17,28.0,18.7,23.4,68,0.0,13.5,62
2008-12-18,27.8,19.5,23.4,70,0.5,12.7,75
2008-12-19,26.1,19.5,22.6,76,1.3,14.8,55
2008-12-20,26.8,18.1,22.6,67,0.2,15.0,43
2008-12-21,27.5,17.3,22.5,66,0.2,12.8,65
2008-12-22,27.4,17.9,22.4,69,0.0,14.3,86
2008-12-23,28.3,17.8,22.8,70,0.8,12.8,60
2008-12-24,27.7,18.6,23.0,78,1.8,12.6,47
2008-12-25,29.6,18.3,23.8,67,0.1,14.8,35
2008-12-26,24.2,19.6,22.1,81,2.2,14.5,90
2008-12-27,25.0,18.5,21.4,85,4.5,13.8,69
2008-12-28,26.0,18.3,21.8,81,3.6,12.9,58
2008-12-29,26.7,18.5,22.3,76,2.4,13.6,68
2008-12-30,26.0,18.3,22.3,75,0.4,14.2,60
2008-12-31,27.6,18.5,23.1,71,0.4,15.3,40
2009-01-01,28.8,18.0,23.1,69,0.0,13.5,39
2009-01-02,28.4,17.9,23.5,67,0.0,13.6,11
2009-01-03,29.3,17.9,23.6,64,0.0,13.9,26
2009-01-04,28.7,19.5,23.9,58,0.0,13.5,33
2009-01-05,28.3,18.3,23.4,65,0.0,13.5,27
2009-01-06,27.7,17.2,22.7,64,0.0,15.9,43
2009-01-07,27.1,18.0,22.4,67,0.0,13.9,62
2009-01-08,27.9,17.5,22.9,62,0.0,12.5,14
2009-01-09,29.0,17.5,23.1,62,0.0,13.7,71
2009-01-10,29.5,17.9,23.7,56,0.0,12.9,67
2009-01-11,31.2,17.4,24.5,48,0.0,13.7,2
2009-01-12,30.6,18.8,24.7,48,0.0,14.3,3
2009-01-13,28.5,17.7,23.3,62,0.4,13.4,31
2009-01-14,29.4,19.4,24.0,66,0.4,14.9,40
2009-01-15,28.0,19.3,23.7,69,0.3,16.5,47
2009-01-16,24.4,18.6,21.2,85,7.5,13.9,85
2009-01-17,25.5,18.3,21.2,82,5.2,14.2,63
2009-01-18,27.6,18.6,22.7,73,0.2,13.1,49
2009-01-19,28.0,19.5,23.2,72,1.1,13.6,70
2009-01-20,27.9,18.3,23.2,69,0.1,13.5,70
2009-01-21,29.3,19.6,24.0,69,0.1,13.7,69
2009-01-22,28.2,18.7,23.4,72,0.3,13.4,55
2009-01-23,28.2,19.8,23.6,71,0.7,14.8,62
2009-01-24,30.1,19.1,24.5,59,0.0,15.0,46
2009-01-25,29.8,18.4,24.3,58,0.0,15.5,30
2009-01-26,30.1,19.0,24.3,63,0.3,13.8,32
2009-01-27,27.8,19.5,22.9,76,2.1,14.3,81
2009-01-28,27.0,19.2,22.8,74,2.1,15.2,72
2009-01-29,29.0,19.3,23.7,70,3.9,15.5,45
2009-01-30,28.9,19.5,24.0,69,0.1,14.2,55
2009-01-31,30.1,19.9,24.6,61,0.0,14.7,63
2009-02-01,28.2,19.5,23.9,68,0.4,14.2,59
2009-02-02,27.5,19.3,23.1,72,1.4,14.7,47
2009-02-03,28.1,18.7,23.2,70,1.0,13.6,42
2009-02-04,27.8,19.1,23.0,72,3.8,15.7,41
2009-02-05,29.2,19.0,23.7,64,0.4,13.8,48
2009-02-06,28.6,18.4,23.5,67,0.4,13.5,85
2009-02-07,29.4,19.9,24.3,63,0.0,12.1,84
2009-02-08,26.8,18.1,22.9,64,0.0,14.0,73
2009-02-09,27.6,18.1,23.0,67,0.1,15.6,76
2009-02-10,27.1,18.4,22.4,75,4.9,14.9,71
2009-02-11,27.7,19.0,22.9,72,0.9,15.3,73
2009-02-12,28.7,19.2,23.5,65,0.1,14.9,58
2009-02-13,28.8,17.6,23.2,60,0.0,14.5,27
2009-02-14,29.4,18.0,23.5,60,0.0,14.0,19
2009-02-15,28.9,18.5,23.6,60,0.0,13.4,30
2009-02-16,29.3,19.6,24.1,65,0.3,13.4,47
2009-02-17,28.7,19.3,23.6,73,2.4,15.1,65
2009-02-18,27.9,19.1,23.2,68,0.2,14.9,78
2009-02-19,29.3,19.5,23.9,64,0.2,13.8,47
2009-02-20,29.6,19.0,24.4,61,0.0,14.1,37
2009-02-21,30.6,20.0,24.7,60,0.1,13.4,42
2009-02-22,31.7,19.7,25.3,56,0.0,12.1,38
2009-02-23,30.6,20.3,25.1,62,0.2,16.7,38
2009-02-24,31.6,20.8,25.4,60,0.3,15.2,58
2009-02-25,30.0,19.8,24.7,63,0.6,15.6,61
2009-02-26,29.2,20.2,24.4,68,0.5,15.6,60
2009-02-27,30.1,19.8,24.7,64,0.8,14.8,48
2009-02-28,31.0,19.0,25.2,57,0.0,14.5,42
2009-03-01,31.3,19.5,25.3,59,0.3,14.1,27
2009-03-02,30.0,20.2,24.9,66,0.8,12.9,52
2009-03-03,29.8,20.9,25.0,64,0.4,14.3,56
2009-03-04,29.3,20.6,24.9,62,0.3,15.5,55
2009-03-05,30.1,20.0,24.7,59,0.4,15.6,39
2009-03-06,28.3,20.1,24.1,65,0.7,16.2,50
2009-03-07,29.0,19.1,23.9,62,0.5,15.3,31
2009-03-08,31.4,18.8,24.8,54,0.0,13.8,58
2009-03-09,32.1,20.0,25.8,54,0.0,13.0,50
2009-03-10,31.4,20.9,25.7,60,0.1,14.1,54
2009-03-11,32.9,21.3,26.4,58,0.0,16.5,49
2009-03-12,29.2,20.1,24.0,72,3.8,14.4,87
2009-03-13,30.6,20.5,25.0,64,0.6,15.6,53
2009-03-14,29.1,19.9,24.2,66,0.9,15.9,69
2009-03-15,29.7,20.0,24.5,65,0.5,14.9,70
2009-03-16,30.5,19.5,25.0,59,0.2,14.8,57
2009-03-17,31.2,19.7,25.1,58,0.0,14.4,49
2009-03-18,32.5,19.7,25.9,51,0.0,15.0,30
2009-03-19,30.9,20.4,25.5,57,0.0,15.1,46
2009-03-20,32.3,20.4,26.0,55,0.0,16.2,29
2009-03-21,32.0,18.9,25.6,54,0.0,14.5,20
2009-03-22,33.3,19.4,26.6,51,0.0,15.7,36
2009-03-23,33.9,21.1,26.8,54,0.0,15.0,26
2009-03-24,32.6,19.6,26.2,50,0.0,14.7,12
